199
2.815000e+00 -6.801891e-01
2.833459e+00 -6.647931e-01
2.851782e+00 -6.492509e-01
2.868472e+00 -6.319528e-01
2.885162e+00 -6.146547e-01
2.901852e+00 -5.973566e-01
2.918542e+00 -5.800584e-01
2.933573e+00 -5.613389e-01
2.948105e+00 -5.421922e-01
2.962637e+00 -5.230454e-01
2.977169e+00 -5.038986e-01
2.990560e+00 -4.839780e-01
3.002966e+00 -4.633898e-01
3.015371e+00 -4.428016e-01
3.027777e+00 -4.222134e-01
3.039583e+00 -4.013115e-01
3.049407e+00 -3.793736e-01
3.059230e+00 -3.574357e-01
3.069054e+00 -3.354977e-01
3.078878e+00 -3.135598e-01
3.086324e+00 -2.907056e-01
3.093766e+00 -2.678494e-01
3.101207e+00 -2.449931e-01
3.108648e+00 -2.221369e-01
3.114092e+00 -1.987639e-01
3.118669e+00 -1.751667e-01
3.123246e+00 -1.515694e-01
3.127823e+00 -1.279722e-01
3.131240e+00 -1.042133e-01
3.133289e+00 -8.026374e-02
3.135337e+00 -5.631418e-02
3.137386e+00 -3.236462e-02
3.138946e+00 -8.403786e-03
3.138003e+00 1.561475e-02
3.137060e+00 3.963329e-02
3.136118e+00 6.365182e-02
3.135175e+00 8.767036e-02
3.131904e+00 1.114738e-01
3.128431e+00 1.352586e-01
3.124958e+00 1.590435e-01
3.121485e+00 1.828283e-01
3.116181e+00 2.062290e-01
3.109802e+00 2.294041e-01
3.103423e+00 2.525791e-01
3.097043e+00 2.757542e-01
3.089734e+00 2.986188e-01
3.080918e+00 3.209807e-01
3.072102e+00 3.433426e-01
3.063286e+00 3.657046e-01
3.054221e+00 3.879508e-01
3.042768e+00 4.090838e-01
3.031315e+00 4.302168e-01
3.019862e+00 4.513498e-01
3.008409e+00 4.724828e-01
2.995117e+00 4.924886e-01
2.981480e+00 5.122829e-01
2.967843e+00 5.320773e-01
2.954206e+00 5.518717e-01
2.939374e+00 5.707392e-01
2.923601e+00 5.888771e-01
2.907827e+00 6.070150e-01
2.892054e+00 6.251529e-01
2.874639e+00 6.417010e-01
2.857019e+00 6.580503e-01
2.839398e+00 6.743995e-01
2.821778e+00 6.907488e-01
2.804121e+00 7.070537e-01
2.784632e+00 7.211234e-01
2.765143e+00 7.351930e-01
2.745654e+00 7.492627e-01
2.726165e+00 7.633324e-01
2.705598e+00 7.757226e-01
2.663671e+00 7.810134e-01
2.639634e+00 7.809823e-01
2.615597e+00 7.809511e-01
2.591560e+00 7.809200e-01
2.567523e+00 7.808888e-01
2.543486e+00 7.808577e-01
2.519449e+00 7.808265e-01
2.495412e+00 7.807954e-01
2.471375e+00 7.807643e-01
2.447338e+00 7.807331e-01
2.423301e+00 7.807020e-01
2.399264e+00 7.806708e-01
2.375227e+00 7.806397e-01
2.351190e+00 7.806085e-01
2.327580e+00 7.761078e-01
2.303974e+00 7.715793e-01
2.280487e+00 7.666452e-01
2.258205e+00 7.576297e-01
2.235916e+00 7.486311e-01
2.213627e+00 7.396326e-01
2.191337e+00 7.306340e-01
2.169049e+00 7.216340e-01
2.146770e+00 7.126099e-01
2.124478e+00 7.036182e-01
2.102188e+00 6.946226e-01
2.079903e+00 6.856125e-01
2.057619e+00 6.766024e-01
2.035335e+00 6.675923e-01
2.013046e+00 6.585933e-01
1.990581e+00 6.500575e-01
1.967909e+00 6.420750e-01
1.945236e+00 6.340924e-01
1.926398e+00 6.223008e-01
1.910746e+00 5.948462e-01
1.902432e+00 5.723219e-01
1.892208e+00 5.506253e-01
1.887689e+00 5.270168e-01
1.883170e+00 5.034084e-01
1.878651e+00 4.798000e-01
1.874132e+00 4.561916e-01
1.870115e+00 4.324979e-01
1.866588e+00 4.087211e-01
1.863061e+00 3.849443e-01
1.859534e+00 3.611674e-01
1.856006e+00 3.373906e-01
1.853405e+00 3.134958e-01
1.850862e+00 2.895938e-01
1.848318e+00 2.656917e-01
1.845775e+00 2.417896e-01
1.843670e+00 2.178505e-01
1.842171e+00 1.938603e-01
1.840671e+00 1.698700e-01
1.839172e+00 1.458798e-01
1.837673e+00 1.218896e-01
1.836980e+00 9.786555e-02
1.836467e+00 7.383400e-02
1.835954e+00 4.980244e-02
1.835441e+00 2.577089e-02
1.835266e+00 1.739210e-03
1.835762e+00 -2.229271e-02
1.836258e+00 -4.632463e-02
1.836753e+00 -7.035655e-02
1.837249e+00 -9.438847e-02
1.838432e+00 -1.183920e-01
1.839917e+00 -1.423832e-01
1.841402e+00 -1.663743e-01
1.842886e+00 -1.903654e-01
1.844630e+00 -2.143349e-01
1.847153e+00 -2.382392e-01
1.849676e+00 -2.621435e-01
1.852198e+00 -2.860478e-01
1.854721e+00 -3.099521e-01
1.857812e+00 -3.337844e-01
1.861328e+00 -3.575628e-01
1.864845e+00 -3.813412e-01
1.868361e+00 -4.051196e-01
1.872039e+00 -4.288708e-01
1.876535e+00 -4.524836e-01
1.881031e+00 -4.760964e-01
1.885527e+00 -4.997092e-01
1.890023e+00 -5.233220e-01
1.897111e+00 -5.460830e-01
1.905630e+00 -5.685597e-01
1.914149e+00 -5.910364e-01
1.922668e+00 -6.135132e-01
1.936023e+00 -6.309657e-01
1.958809e+00 -6.386183e-01
1.981595e+00 -6.462710e-01
2.004291e+00 -6.541678e-01
2.026553e+00 -6.632343e-01
2.048847e+00 -6.722203e-01
2.071141e+00 -6.812062e-01
2.093435e+00 -6.901922e-01
2.115726e+00 -6.991862e-01
2.138116e+00 -7.079255e-01
2.160396e+00 -7.169197e-01
2.182570e+00 -7.261944e-01
2.204858e+00 -7.351955e-01
2.227146e+00 -7.441967e-01
2.249434e+00 -7.531978e-01
2.271721e+00 -7.622016e-01
2.294396e+00 -7.700872e-01
2.317470e+00 -7.768238e-01
2.340543e+00 -7.835605e-01
2.363617e+00 -7.902971e-01
2.386691e+00 -7.970338e-01
2.398150e+00 -7.790922e-01
2.407665e+00 -7.570184e-01
2.417179e+00 -7.349446e-01
2.426694e+00 -7.128708e-01
2.436208e+00 -6.907970e-01
2.454458e+00 -6.820000e-01
2.478495e+00 -6.820000e-01
2.502532e+00 -6.820000e-01
2.526569e+00 -6.820000e-01
2.550606e+00 -6.820000e-01
2.574643e+00 -6.820000e-01
2.598680e+00 -6.820000e-01
2.622717e+00 -6.820000e-01
2.646754e+00 -6.820000e-01
2.670791e+00 -6.820000e-01
2.694827e+00 -6.819301e-01
2.718862e+00 -6.815819e-01
2.742896e+00 -6.812337e-01
2.766931e+00 -6.808855e-01
2.790966e+00 -6.805373e-01
2.815000e+00 -6.801891e-01
-1
