     152
    0.000000000000e+00     4.000000000000e-03
    4.216882164419e-04     5.669354874006e-03
    1.044027059618e-03     6.443103765078e-03
    1.950888278462e-03     6.465390144754e-03
    3.146687105699e-03     6.486795386586e-03
    4.645966125990e-03     6.507580552890e-03
    6.447291246979e-03     6.527736327270e-03
    8.574105970216e-03     6.547526357619e-03
    1.101745939528e-02     6.566869309793e-03
    1.381153677783e-02     6.586028161243e-03
    1.693807455883e-02     6.604868016992e-03
    2.044252085076e-02     6.623646078289e-03
    2.429682212148e-02     6.642191740450e-03
    2.855646340712e-02     6.660746329166e-03
    3.318473664203e-02     6.679119387024e-03
    3.824411752077e-02     6.697523577426e-03
    4.369194625114e-02     6.715761477994e-03
    4.959312994162e-02     6.734003425269e-03
    5.590291834912e-02     6.752054739909e-03
    6.268323368448e-02     6.770028419001e-03
    6.989152916457e-02     6.787734510132e-03
    7.758138343330e-02     6.805214519402e-03
    8.571623978457e-02     6.822275021779e-03
    9.433705136153e-02     6.838873343197e-03
    1.034155355149e-01     6.854795020596e-03
    1.129776682048e-01     6.869838441272e-03
    1.230030356752e-01     6.883605181438e-03
    1.335026421918e-01     6.895678627146e-03
    1.444604400057e-01     6.905515353506e-03
    1.558754681999e-01     6.912490498236e-03
    1.677292738161e-01     6.915848725498e-03
    1.800144222286e-01     6.914660499018e-03
    1.927001903820e-01     6.907843823389e-03
    2.057797101282e-01     6.894135016586e-03
    2.192010445841e-01     6.873376428764e-03
    2.329733321076e-01     6.846669468534e-03
    2.470226058201e-01     6.815050466345e-03
    2.613841990801e-01     6.779075720753e-03
    2.759563668762e-01     6.739416214596e-03
    2.908034650185e-01     6.696142805396e-03
    3.057948817171e-01     6.649734852467e-03
    3.210236491974e-01     6.600880687671e-03
    3.363430855866e-01     6.552197939066e-03
    3.518749457170e-01     6.505359212820e-03
    3.674718295563e-01     6.462752827699e-03
    3.832705480835e-01     6.425925597855e-03
    3.991401345930e-01     6.397134285530e-03
    4.152113437440e-01     6.376327099673e-03
    4.313578046285e-01     6.355468300146e-03
    4.476323086356e-01     6.324279955662e-03
    4.638995000203e-01     6.273502042294e-03
