308	
1.174030E-04	5.4063921E+03
1.490172E-04	5.4048232E+03
2.155298E-04	5.4039077E+03
3.556668E-04	5.4031787E+03
5.846870E-04	5.4024985E+03
9.298202E-04	5.4018047E+03
1.405051E-03	5.4010571E+03
1.983819E-03	5.4002153E+03
2.599488E-03	5.3992334E+03
3.194587E-03	5.3980605E+03
3.714346E-03	5.3966387E+03
4.133164E-03	5.3949028E+03
4.472870E-03	5.3927847E+03
4.802580E-03	5.3902280E+03
5.213647E-03	5.3872129E+03
5.720927E-03	5.3837456E+03
6.338886E-03	5.3798398E+03
7.056905E-03	5.3755112E+03
7.869440E-03	5.3707725E+03
8.756607E-03	5.3656289E+03
9.684785E-03	5.3600747E+03
1.061118E-02	5.3540908E+03
1.151843E-02	5.3476533E+03
1.240089E-02	5.3407427E+03
1.326494E-02	5.3333467E+03
1.412632E-02	5.3254575E+03
1.498691E-02	5.3170732E+03
1.588334E-02	5.3076030E+03
1.684871E-02	5.2970742E+03
1.788171E-02	5.2855610E+03
1.898521E-02	5.2731304E+03
2.016110E-02	5.2599897E+03
2.138939E-02	5.2460083E+03
2.265891E-02	5.2312388E+03
2.395730E-02	5.2157563E+03
2.527734E-02	5.1996470E+03
2.660047E-02	5.1829980E+03
2.792604E-02	5.1658926E+03
2.926352E-02	5.1484053E+03
3.061679E-02	5.1306177E+03
3.198048E-02	5.1126040E+03
3.336557E-02	5.0944375E+03
3.479176E-02	5.0761895E+03
3.624873E-02	5.0579292E+03
3.773636E-02	5.0397251E+03
3.927367E-02	5.0216460E+03
4.084229E-02	5.0037642E+03
4.244206E-02	4.9861455E+03
4.408485E-02	4.9688477E+03
4.576516E-02	4.9519199E+03
4.747633E-02	4.9354004E+03
4.922055E-02	4.9193203E+03
5.100691E-02	4.9037646E+03
5.281917E-02	4.8886689E+03
5.465527E-02	4.8740356E+03
5.652628E-02	4.8598608E+03
5.842116E-02	4.8461382E+03
6.033283E-02	4.8328560E+03
6.226832E-02	4.8200918E+03
6.423356E-02	4.8077212E+03
6.621795E-02	4.7957148E+03
6.822472E-02	4.7840352E+03
7.027315E-02	4.7726338E+03
7.234858E-02	4.7614487E+03
7.445429E-02	4.7503579E+03
7.660775E-02	4.7392954E+03
7.879791E-02	4.7282686E+03
8.102148E-02	4.7178286E+03
8.328604E-02	4.7082046E+03
8.559439E-02	4.6992212E+03
8.793603E-02	4.6906978E+03
9.031087E-02	4.6825859E+03
9.273587E-02	4.6747803E+03
9.519211E-02	4.6671968E+03
9.767723E-02	4.6597861E+03
1.001972E-01	4.6525640E+03
1.027514E-01	4.6455425E+03
1.053278E-01	4.6388452E+03
1.079234E-01	4.6323813E+03
1.105543E-01	4.6262017E+03
1.132036E-01	4.6200791E+03
1.158710E-01	4.6139512E+03
1.185691E-01	4.6077236E+03
1.212967E-01	4.6012939E+03
1.240485E-01	4.5945527E+03
1.268313E-01	4.5873809E+03
1.296586E-01	4.5796440E+03
1.325179E-01	4.5711909E+03
1.354101E-01	4.5618506E+03
1.383520E-01	4.5514194E+03
1.413322E-01	4.5397417E+03
1.443492E-01	4.5262832E+03
1.474110E-01	4.5109487E+03
1.505240E-01	4.4929116E+03
